Name;Price;Discounted Price;Discount (%);Quantity;Units of Measurement;Category;Subcategory
mortadella calibrata;5.5;2.99;45.64;500;g;salumi e formaggi;salame
salame milano;2.6;2.21;15.0;120;g;salumi e formaggi;salame
levoni, salame ungherese a fette;4.69;1.99;57.57;100;g;salumi e formaggi;salame
snello arrosto di tacchino;2.99;1.69;43.48;105;g;salumi e formaggi;salame
mortadella da suini italiani;3.95;2.96;25.06;500;g;salumi e formaggi;salame
salame campagnolo da suini italiani;2.09;1.99;4.78;100;g;salumi e formaggi;salame
salame tipo ungherese da suini italiani;2.45;1.83;25.31;100;g;salumi e formaggi;salame
prosciutto cotto di alta qualità;7.49;5.95;20.56;500;g;salumi e formaggi;salame
salsiccia passita;3.95;1.99;49.62;500;g;salumi e formaggi;salame
salame milano;1.29;1.19;7.75;120;g;salumi e formaggi;salame
salamini classici;1.85;1.0;45.95;85;g;salumi e formaggi;salame
stick minimini classici;2.39;1.55;35.15;60;g;salumi e formaggi;salame
negroni salame milano;4.71;1.84;60.93;100;g;salumi e formaggi;salame
citterio - citterino riassunto;1.79;1.0;44.13;60;g;salumi e formaggi;salame
negroni salame negronetto;2.42;1.79;26.03;75;g;salumi e formaggi;salame
gran goloso salame rustico;2.55;1.99;21.96;80;g;salumi e formaggi;salame
salame al tartufo;4.9;1.99;59.39;100;g;salumi e formaggi;salame
snello prosciutto cotto 0,500 kg;8.75;7.85;10.29;500;g;salumi e formaggi;salame
negronetto salame;5.63;4.5;20.07;200;g;salumi e formaggi;salame
aequilibrium salame con tacchino;2.43;2.29;5.76;80;g;salumi e formaggi;salame
artigiani di bottega salame al peperoncino rosso;3.45;1.0;71.01;100;g;salumi e formaggi;salame
mortadella di pollo;1.2;0.9;25.0;110;g;salumi e formaggi;salame
salame milano;1.39;1.3;6.47;100;g;salumi e formaggi;salame
terre ducali, mini strolghino di culatello;3.99;2.89;27.57;120;g;salumi e formaggi;salame
mortadella bologna igp con pistacchio;2.39;1.43;40.17;110;g;salumi e formaggi;salumi da banco
mortadella;2.79;0.79;71.68;150;g;salumi e formaggi;salumi da banco
prosciutto di parma dop;27.0;2.99;88.93;100;g;salumi e formaggi;salumi da banco
prosciutto toscano dop;21.9;2.4;89.04;100;g;salumi e formaggi;salumi da banco
prosciutto crudo stagionato;5.0;3.29;34.2;100;g;salumi e formaggi;salumi da banco
pancetta coppata;14.0;1.85;86.79;100;g;salumi e formaggi;salumi da banco
mortadella di fegato cotta;1.99;1.03;48.24;100;g;salumi e formaggi;salumi da banco
pancetta;2.29;1.09;52.4;100;g;salumi e formaggi;salumi da banco
prosciutto crudo;17.9;1.98;88.94;100;g;salumi e formaggi;salumi da banco
speck alto adige igp;14.0;3.89;72.21;100;g;salumi e formaggi;salumi da banco
guanciale;5.09;1.3;74.46;100;g;salumi e formaggi;salumi da banco
speck gran resa igp;2.45;1.59;35.1;100;g;salumi e formaggi;salumi da banco
e brie;1.39;1.35;2.88;200;g;salumi e formaggi;salumi da banco
pancetta;35.6;5.57;84.35;147;g;salumi e formaggi;salumi da banco
prosciutto crudo 24 mesi;58.8;8.78;85.07;147;g;salumi e formaggi;salumi da banco
bresaola della valtellina igp;4.99;3.99;20.04;100;g;salumi e formaggi;salumi da banco
zampone italiano;12.49;7.99;36.03;1000;g;salumi e formaggi;salumi da banco
petto di tacchino al forno;1.99;1.2;39.7;100;g;salumi e formaggi;salumi da banco
rigatino toscano;5.09;3.55;30.26;100;g;salumi e formaggi;salumi da banco
prosciutto di san daniele dop in vaschetta;5.79;2.7;53.37;90;g;salumi e formaggi;salumi da banco
prosciutto cotto praga oro;2.03;1.79;11.82;100;g;salumi e formaggi;salumi da banco
carne salada;2.9;2.29;21.03;100;g;salumi e formaggi;salumi da banco
guanciale amatriciana;5.0;1.35;73.0;120;g;salumi e formaggi;salumi da banco
fratelli beretta, salamini piccanti;1.91;1.0;47.64;;g;salumi e formaggi;snack
handl tyrol, tyrolini dolci;2.03;1.39;31.53;40;g;salumi e formaggi;snack
fratelli beretta, salamini;2.39;1.91;20.08;;g;salumi e formaggi;snack
citterio - unduetris! salame;2.57;1.49;42.02;100;g;salumi e formaggi;snack
cotechino modena igp bencotti;6.89;4.49;34.83;500;g;salumi e formaggi;snack
spuntino maxi salame milano;1.59;0.87;45.28;60;g;salumi e formaggi;snack
stinco di suino;5.99;3.19;46.74;650;g;salumi e formaggi;snack
lenticchie di castelluccio di norcia igp;5.99;;;500;g;salumi e formaggi;snack
citterio, salsiccia piccante napoli a fette;2.99;;;60;g;salumi e formaggi;snack
casa modena - teneroni classici;3.16;;;150;g;salumi e formaggi;snack
citterio, gli irresistibili salamini;1.89;;;75;g;salumi e formaggi;snack
spuntino roll ventricina e formaggio;1.99;1.79;10.05;60;g;salumi e formaggi;snack
cheese & crackers;1.79;1.25;30.17;80;g;salumi e formaggi;snack
minimini stick classici;1.0;;;60;g;salumi e formaggi;snack
mini salami piccanti;1.89;;;150;g;salumi e formaggi;snack
mini salami classici;1.89;;;150;g;salumi e formaggi;snack
cubetti di speck;2.79;1.79;35.84;50;g;salumi e formaggi;snack
tyrolini salamini piccanti;2.19;;;90;g;salumi e formaggi;snack
tyrolini salamini dolci;2.19;;;90;g;salumi e formaggi;snack
speck alto adige igp;20.9;1.75;91.63;100;g;salumi e formaggi;speck, coppa e pancetta
bresaola della valtellina i.g.p. punta d'anca;26.0;2.29;91.19;100;g;salumi e formaggi;speck, coppa e pancetta
speck alto adige igp;2.54;1.99;21.65;100;g;salumi e formaggi;speck, coppa e pancetta
pancetta arrotolata affettata;2.5;0.99;60.4;100;g;salumi e formaggi;speck, coppa e pancetta
pancetta arrotolata da suini italiani;1.99;1.4;29.65;100;g;salumi e formaggi;speck, coppa e pancetta
coppa;3.19;2.17;31.97;100;g;salumi e formaggi;speck, coppa e pancetta
speck igp;2.99;2.19;26.76;100;g;salumi e formaggi;speck, coppa e pancetta
tulip, bacon pancetta affumicata a fette;2.69;2.15;20.07;150;g;salumi e formaggi;speck, coppa e pancetta
recla, speck alto adige igp a fette;4.17;2.48;40.53;90;g;salumi e formaggi;speck, coppa e pancetta
coppa da suini italiani;2.3;1.72;25.22;100;g;salumi e formaggi;speck, coppa e pancetta
speck;7.3;5.1;30.14;400;g;salumi e formaggi;speck, coppa e pancetta
coppa affettata;1.79;1.0;44.13;120;g;salumi e formaggi;speck, coppa e pancetta
citterio, sofficette speck alto adige igp a fette;2.09;1.0;52.15;60;g;salumi e formaggi;speck, coppa e pancetta
negroni coppa;2.59;1.99;23.17;100;g;salumi e formaggi;speck, coppa e pancetta
lardo salato;2.49;1.48;40.56;100;g;salumi e formaggi;speck, coppa e pancetta
pancetta arrotolata dolce;1.99;1.4;29.65;100;g;salumi e formaggi;speck, coppa e pancetta
speck alto adige igp senfter;3.0;2.28;24.0;120;g;salumi e formaggi;speck, coppa e pancetta
speck affettato;4.0;1.69;57.75;100;g;salumi e formaggi;speck, coppa e pancetta
recla pancetta alto adige;7.9;6.53;17.34;250;g;salumi e formaggi;speck, coppa e pancetta
origgi e colombo pollo affumicato in straccetti;3.29;;;120;g;salumi e formaggi;speck, coppa e pancetta
gigi bacon pancetta affumicata;2.49;;;100;g;salumi e formaggi;speck, coppa e pancetta
fumagalli, pancetta stagionata a fette;3.56;;;100;g;salumi e formaggi;speck, coppa e pancetta
esselunga, speck alto adige igp a fette;3.39;;;100;g;salumi e formaggi;speck, coppa e pancetta
citterio - sofficette coppa;2.89;;;60;g;salumi e formaggi;speck, coppa e pancetta
citterio taglio fresco grangusto;4.19;;;120;g;salumi e formaggi;speck, coppa e pancetta
speck stagionato affettato;1.0;;;120;g;salumi e formaggi;speck, coppa e pancetta
speck artigianale 100% posato a mano;3.4;2.59;23.82;80;g;salumi e formaggi;speck, coppa e pancetta
crostata albicocca;4.7;2.51;46.6;400;g;pane, pasticceria, grissini e crackers;pasticceria e torte
amaretti;4.05;1.0;75.31;200;g;pane, pasticceria, grissini e crackers;pasticceria e torte
cannoli siciliani;4.7;2.19;53.4;200;g;pane, pasticceria, grissini e crackers;pasticceria e torte
fagottino cioccolato;0.95;0.06;93.68;75;g;pane, pasticceria, grissini e crackers;pasticceria e torte
bauli panettone di verona;7.99;4.99;37.55;1000;g;pane, pasticceria, grissini e crackers;pasticceria e torte
torta al limone con ripieno di crema al limone;3.4;2.99;12.06;500;g;pane, pasticceria, grissini e crackers;pasticceria e torte
canestrelli;3.99;2.79;30.08;280;g;pane, pasticceria, grissini e crackers;pasticceria e torte
meringhe;1.75;1.39;20.57;150;g;pane, pasticceria, grissini e crackers;pasticceria e torte
strudelini;2.95;1.0;66.1;200;g;pane, pasticceria, grissini e crackers;pasticceria e torte
lingua di gatto;2.95;1.0;66.1;200;g;pane, pasticceria, grissini e crackers;pasticceria e torte
baci di dama mandorla;2.95;1.0;66.1;200;g;pane, pasticceria, grissini e crackers;pasticceria e torte
ferri di cavallo;2.59;1.0;61.39;200;g;pane, pasticceria, grissini e crackers;pasticceria e torte
panettone classico;12.9;7.14;44.65;1000;g;pane, pasticceria, grissini e crackers;pasticceria e torte
trancio torta mele;1.69;1.29;23.67;100;g;pane, pasticceria, grissini e crackers;pasticceria e torte
crostata frutta fresca;3.45;3.3;4.35;200;g;pane, pasticceria, grissini e crackers;pasticceria e torte
cannoncini crema bianca;2.18;1.29;40.83;90;g;pane, pasticceria, grissini e crackers;pasticceria e torte
ciambella con carote e mandorle;3.49;;;370;g;pane, pasticceria, grissini e crackers;pasticceria e torte
krapfen crema;0.99;0.59;40.4;60;g;pane, pasticceria, grissini e crackers;pasticceria e torte
brioches marmellata;0.8;0.75;6.25;60;g;pane, pasticceria, grissini e crackers;pasticceria e torte
tartufata;13.99;7.9;43.53;500;g;pane, pasticceria, grissini e crackers;pasticceria e torte
tre marie il panettone milanese senza canditi;12.19;11.9;2.38;1000;g;pane, pasticceria, grissini e crackers;pasticceria e torte
tremarie panettone milanese;12.19;11.9;2.38;1000;g;pane, pasticceria, grissini e crackers;pasticceria e torte
esselunga torta ai marrons glace';8.49;;;450;g;pane, pasticceria, grissini e crackers;pasticceria e torte
le grazie pandoro classico;7.9;4.99;36.84;1000;g;pane, pasticceria, grissini e crackers;pasticceria e torte
loison panettone senza canditi a.d. 1476;18.63;14.9;20.02;750;g;pane, pasticceria, grissini e crackers;pasticceria e torte
loison panettone classico a.d. 1476;18.63;14.9;20.02;750;g;pane, pasticceria, grissini e crackers;pasticceria e torte
g. cova & c panettone classico;14.9;9.9;33.56;1000;g;pane, pasticceria, grissini e crackers;pasticceria e torte
maina il pandoro ricetta classica;7.99;3.99;50.06;1000;g;pane, pasticceria, grissini e crackers;pasticceria e torte
"molino spadoni - farina, di grano tenero tipo ""00""";3.19;0.99;68.97;1000;g;pane, pasticceria, grissini e crackers;farina
"barilla farina tipo ""00"" di grano tenero";1.25;0.7;44.0;1000;g;pane, pasticceria, grissini e crackers;farina
farina grano di saraceno;3.19;1.0;68.65;500;g;pane, pasticceria, grissini e crackers;farina
schär mix it!;4.49;2.0;55.46;1000;g;pane, pasticceria, grissini e crackers;farina
molino spadoni, farina tipo 1 di grano tenero;5.79;2.99;48.36;1000;g;pane, pasticceria, grissini e crackers;farina
farina bio di grano saraceno;3.79;2.49;34.3;500;g;pane, pasticceria, grissini e crackers;farina
farina tipo 00;1.69;1.19;29.59;1000;g;pane, pasticceria, grissini e crackers;farina
semola di grano duro biologica;1.14;1.0;12.28;1000;g;pane, pasticceria, grissini e crackers;farina
farina kamut biologica;4.29;3.21;25.17;1000;g;pane, pasticceria, grissini e crackers;farina
farina di grano tenero integrale biologica;1.11;1.0;9.91;1000;g;pane, pasticceria, grissini e crackers;farina
farina di farro biologica;2.54;2.0;21.26;1000;g;pane, pasticceria, grissini e crackers;farina
preparato per pane;1.4;1.0;28.57;500;g;pane, pasticceria, grissini e crackers;farina
preparato per pane ai 5 cereali biologico;2.9;2.0;31.03;500;g;pane, pasticceria, grissini e crackers;farina
preparato per focaccia;2.5;2.0;20.0;500;g;pane, pasticceria, grissini e crackers;farina
"farina di grano tenero tipo ""00"" biologica";1.07;1.0;6.54;1000;g;pane, pasticceria, grissini e crackers;farina
farina grano tenero tipo 1;1.89;1.1;41.8;500;g;pane, pasticceria, grissini e crackers;farina
garofalo tutto il buono della farina w 260;1.95;1.39;28.72;1000;g;pane, pasticceria, grissini e crackers;farina
garofalo farina w260;1.79;0.99;44.69;1000;g;pane, pasticceria, grissini e crackers;farina
farina di ceci;2.39;1.0;58.16;500;g;pane, pasticceria, grissini e crackers;farina
farina tipo 2;2.5;2.0;20.0;1000;g;pane, pasticceria, grissini e crackers;farina
farina tipo 1;2.5;2.0;20.0;1000;g;pane, pasticceria, grissini e crackers;farina
farina che lievita;1.69;;;1000;g;pane, pasticceria, grissini e crackers;farina
farina di grano saraceno integrale biologica;3.29;2.39;27.36;500;g;pane, pasticceria, grissini e crackers;farina
farina di ceci;2.4;1.99;17.08;500;g;pane, pasticceria, grissini e crackers;farina
paneangeli lievito vaniglinato x12;4.49;2.99;33.41;16;g;pane, pasticceria, grissini e crackers;lieviti
molino rossetto - lievito madre, essiccato;2.35;0.99;57.87;100;g;pane, pasticceria, grissini e crackers;lieviti
fecola di patate;1.25;0.89;28.8;250;g;pane, pasticceria, grissini e crackers;lieviti
lievito vanigliato per dolci;1.15;0.7;39.13;48;g;pane, pasticceria, grissini e crackers;lieviti
lievito madre attivo biologico;2.49;2.19;12.05;250;g;pane, pasticceria, grissini e crackers;lieviti
cameo - miscela 9 torte, per l'impasto;2.15;1.0;53.49;380;g;pane, pasticceria, grissini e crackers;lieviti
lievito di birra disidratato;1.19;0.8;32.77;30;g;pane, pasticceria, grissini e crackers;lieviti
paneangeli lievito per pane;1.09;0.95;12.84;30;g;pane, pasticceria, grissini e crackers;lieviti
lievito per dolci;0.97;0.69;28.87;80;g;pane, pasticceria, grissini e crackers;lieviti
f.lli rebecchi valtrebbia, color dolci blu;2.26;2.0;11.5;80;ml;pane, pasticceria, grissini e crackers;lieviti
lievito pizza bella alta;1.45;;;9;g;pane, pasticceria, grissini e crackers;lieviti
vaniglia in bacca;4.79;;;1;pz;pane, pasticceria, grissini e crackers;lieviti
lievito per dolci easyglut;1.05;;;80;g;pane, pasticceria, grissini e crackers;lieviti
aroma vaniglia;0.79;;;4;ml;pane, pasticceria, grissini e crackers;lieviti
aroma arancia;0.79;;;4;ml;pane, pasticceria, grissini e crackers;lieviti
lievito madre integrale;2.19;;;100;g;pane, pasticceria, grissini e crackers;lieviti
lievito vanigliato per dolci 3 x 16 g;0.65;;;48;g;pane, pasticceria, grissini e crackers;lieviti
lievito vaniglinato 4 x 16 g;1.89;;;80;g;pane, pasticceria, grissini e crackers;lieviti
aroma limone;0.79;;;4;ml;pane, pasticceria, grissini e crackers;lieviti
lievito dolci 4 buste;0.45;;;64;g;pane, pasticceria, grissini e crackers;lieviti
martinucci, semola rimacinata di grano duro;3.9;;;1000;g;pane, pasticceria, grissini e crackers;lieviti
paneangeli lievito mastroforn.3bs;1.09;0.94;13.76;21;g;pane, pasticceria, grissini e crackers;lieviti
paneangeli mastro fornaio x3;1.19;;;21;g;pane, pasticceria, grissini e crackers;lieviti
lievito madre essiccato;1.79;;;100;g;pane, pasticceria, grissini e crackers;lieviti
lievito di birra mastro fornaio;0.95;;;21;g;pane, pasticceria, grissini e crackers;lieviti
lievito in polvere;0.49;;;42;g;pane, pasticceria, grissini e crackers;lieviti
lievito fresco;0.11;;;42;g;pane, pasticceria, grissini e crackers;lieviti
polvere lievitante per dolci;0.59;;;150;g;pane, pasticceria, grissini e crackers;lieviti
lievito per biscotti ammoniaca;0.82;;;24;g;pane, pasticceria, grissini e crackers;lieviti
molino spadoni preparato per pane nero;2.95;1.99;32.54;1000;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
preparato per pane con la curcuma;2.0;;;1000;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
molino spadoni pane farro & grano saraceno;2.3;2.0;13.04;1000;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
la molisana semola per pizza di grano;2.29;1.0;56.33;1000;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
barilla, senza glutine preparato per pane;2.5;2.48;0.8;500;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
frumenta, preparato per pizza verace;2.27;;;1000;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
lievital, lievito fresco;0.3;;;50;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
preparato per pane e dolci;1.49;;;1000;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
pizza croccante;2.69;1.99;26.02;435;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
pizza soffice;2.69;1.99;26.02;435;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
pizza senza glutine;3.59;;;455;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
base per pizza di farro;4.55;;;300;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
preparato per pane e pizza senza glutine leila;1.0;;;500;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
preparato per pane rustico;1.15;;;1000;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
preparato per pane ciabatta;1.15;;;1000;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
preparato per pizza al farro;2.55;;;500;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
preparato per pane kamut bio;2.55;2.17;14.9;400;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
preparato per pane alla segale;1.65;1.4;15.15;500;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
mix per pane e focacce senza glutine;3.05;2.59;15.08;500;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
senza glutine 455,75 g;3.0;;;456;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
biologico preparato per pane con grano saraceno;3.05;;;500;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
easyglut preparato per pane;2.79;;;500;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
rice & rice preparato per pane, pizza e focacce;3.99;;;500;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
le farine magiche mix di farine per pane e pizza;2.0;;;500;g;pane, pasticceria, grissini e crackers;preparati pane e pizza
paneangeli crema chantilly;1.99;1.0;49.75;80;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
cameo panna cotta frutti di bosco;1.59;1.06;33.33;107;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
cameo budino cremoso al pistacchio;1.79;1.23;31.28;61;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
paneangeli torta degli angeli al cioccolato;2.99;2.05;31.44;405;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
cacao amaro in polvere;3.79;2.0;47.23;250;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
farina di cocco;1.98;1.0;49.49;250;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
cameo panna cotta caramellato;1.65;1.3;21.21;97;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
preparato per pancakes;1.99;1.4;29.65;250;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
torta al cacao;2.85;1.89;33.68;455;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
cameo la cheesecake;3.99;3.49;12.53;280;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
paneangeli crema al cioccolato;3.69;0.94;74.53;200;g;pane, pasticceria, grissini e crackers;preparati per dolci, torte e budini
