Name;Full Price;Current Price;Quantity;Category;Subcategory
FARFALLINE PASTINA ALL'UOVO;;0,49;250 g;Pasta e Riso;Pastina
Stelline N°24;;0,75;500 g;Pasta e Riso;Pastina
Semi di Melone Semola di Grano Duro N°20;;0,75;250 g;Pasta e Riso;Pastina
Pastina N°26 Orzo;;0,75;500 g;Pasta e Riso;Pastina
Stelline di Grano Duro;;0,39;500 g;Pasta e Riso;Pastina
Risoni;;0,39;500 g;Pasta e Riso;Pastina
BUITONI LA SFOGLIA ROTONDA SENZA GLUTINE Pasta sfo...;3,49;1,95;280 g;Pasta e Riso;Basi e sfoglie
Coni per Gelato;1,49;0,99;50;Pasta e Riso;Basi e sfoglie
BUITONI LA SFOGLIA DELICATA Pasta sfoglia leggera...;2,35;0,74;230 g;Pasta e Riso;Basi e sfoglie
BUITONI LA BRISÉE SENZA GLUTINE Pasta brisée fresc...;3,55;3,19;230 g;Pasta e Riso;Basi e sfoglie
Cestini per Gelato;2,15;1,99;74;Pasta e Riso;Basi e sfoglie
PASTA BRISEE ROTOLO;0,85;0,68;230 g;Pasta e Riso;Basi e sfoglie
BASE PER PIZZA FRESCA;1,29;0,99;385 g;Pasta e Riso;Basi e sfoglie
Buitoni, Focaccia la soffice;2,70;1,51;375 g;Pasta e Riso;Basi e sfoglie
Buitoni, La Sfoglia integrale rotonda;2,45;1,49;230 g;Pasta e Riso;Basi e sfoglie
Buitoni, La Sfoglia rotonda;1,99;1,35;230 g;Pasta e Riso;Basi e sfoglie
Buitoni, La Sfoglia rettangolare;1,59;1,00;230 g;Pasta e Riso;Basi e sfoglie
BUITONI LA PIZZA ROTONDA SENZA GLUTINE Pasta fresc...;4,35;2,00;260 g;Pasta e Riso;Basi e sfoglie
LA SFOGLIA ROTONDA Pasta sfoglia fresca rotonda ro...;1,49;1,39;230 g;Pasta e Riso;Basi e sfoglie
Pasta Fresca Sfoglia Rettangolare;;0,99;230 g;Pasta e Riso;Basi e sfoglie
Bignoline Bigne';1,19;0,87;100 g;Pasta e Riso;Basi e sfoglie
GRAN PIZZA Pasta per pizza fresca stesa rettangola...;2,59;2,25;460 g;Pasta e Riso;Basi e sfoglie
Cannoli da Riempire 8 x 19 g;3,69;2,75;152 g;Pasta e Riso;Basi e sfoglie
LA SFOGLIATA;2,10;1,49;230 g;Pasta e Riso;Basi e sfoglie
Buitoni la Soffice Pasta Fresca Stesa per Focaccia...;1,95;1,00;375 g;Pasta e Riso;Basi e sfoglie
BUITONI LA FROLLA SOTTILE Pasta frolla sottile fre...;1,29;1,00;230 g;Pasta e Riso;Basi e sfoglie
BUITONI LA SFOGLIA INTEGRALE Pasta sfoglia fresca...;2,05;1,00;230 g;Pasta e Riso;Basi e sfoglie
PANCAKES;2,29;1,69;160 g;Pasta e Riso;Basi e sfoglie
Cerelia Italia Pasta sfoglia rotonda;1,49;0,89;230 g;Pasta e Riso;Basi e sfoglie
Buitoni, La Pizza rotonda senza glutine;3,40;2,04;260 g;Pasta e Riso;Basi e sfoglie
Brisée;;2,39;230 g;Pasta e Riso;Basi e sfoglie
Buitoni, La Brisèe;;1,99;230 g;Pasta e Riso;Basi e sfoglie
Buitoni, Gran Pizza;;3,29;460 g;Pasta e Riso;Basi e sfoglie
Esselunga, pasta sfoglia rotonda;;1,59;230 g;Pasta e Riso;Basi e sfoglie
Esselunga, pasta sfoglia rettangolare;;1,59;230 g;Pasta e Riso;Basi e sfoglie
Esselunga, pasta per pizza;;1,29;385 g;Pasta e Riso;Basi e sfoglie
Esselunga, pasta brisée;;1,69;230 g;Pasta e Riso;Basi e sfoglie
Pasta Julia, Fettuccine Caserecce,;;1,81;200 g;Pasta e Riso;Basi e sfoglie
Knorr, Segreti della Nonna zuppa di fagioli;2,19;1,18;545 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Zuppa di Ceci;2,19;1,69;545 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Zuppa di Fagioli;1,99;1,09;545 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Minestrone Dell'orto;2,49;1,69;500 ml;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Knorr, Gusto Genuino passato tradizionale di 10 ve...;1,89;1,00;500 ml;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Knorr, Gusto Genuino il Minestrone di 13 verdure;1,89;1,00;500 ml;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Knorr, Segreti della Nonna minestrone di legumi;2,12;1,18;545 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Knorr - Segreti della Nonna Zuppa di Ceci;2,12;1,18;545 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Knorr - Minestrone Con Pasta, 133 G;1,69;0,93;132 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Knorr - Minestrone, di 11 verdure selezionate;2,12;1,18;535 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Le Minestre Anellini;1,29;0,95;83 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
ZUPPA TOSCANA;3,49;2,39;620 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
ZUCCA E CAROTE;3,29;2,18;620 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
DimmidiSì le Zuppe Fresche Minestrone di Verdure;3,29;2,99;620 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Knorr, le Creme carciofi;1,33;0,93;120 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Knorr - Zuppa Tradizionale, Con Orzo, Farro E Legu...;1,85;1,00;500 ml;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Zuppetta di Fave e Piselli;1,99;1,59;310 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
MINESTRONE DI LEGUMI;1,99;1,49;545 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
MINESTRONE DI VERDURA;1,99;1,49;535 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
PASSATO DI VERDURE TRADIZIONALE;1,69;1,59;69 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
MINESTRA D'ORZO;1,29;0,95;105 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
ANELLINI;1,39;0,99;83 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
CREMA CON PORCINI;1,79;1,59;76 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
CREMA CON CARCIOFI;1,79;1,59;88 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
PASTA E FAGIOLI;1,59;1,45;182 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Cicoria e Patate;2,99;1,99;620 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
MINESTRONE PASTA;1,59;1,49;132 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Knorr Passato di Patate e Carote;1,89;1,67;500 ml;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Knorr, vellutata di zucca gusto delicato;1,89;1,55;500 ml;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Bio Passato di 7 Verdure;1,29;1,00;300 ml;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Minestrone di Verdure;3,00;1,99;620 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Le Creme Asparagi;1,55;1,00;100 g;Pasta e Riso;Minestre e Zuppe - Primi Pronti
Risotto Alla Milanese;2,07;1,00;175 g;Pasta e Riso;Primi pronti
CANNELLONI ALL'UOVO;1,00;0,83;250 g;Pasta e Riso;Primi pronti
Voiello Spaghetti n° 104;1,30;0,65;500 g;Pasta e Riso;Primi pronti
Knorr Risotteria alla Parmigiana;1,59;0,95;175 g;Pasta e Riso;Primi pronti
Star, Saikebon verdure;1,05;0,73;59 g;Pasta e Riso;Primi pronti
Barilla - Emiliane, Tagliatelle larghe All'Uovo;3,19;1,00;500 g;Pasta e Riso;Primi pronti
Knorr - Risotteria, alla Pescatora;1,19;0,98;175 g;Pasta e Riso;Primi pronti
Star Saikebon Bag Pollo Salsa Soia;0,76;0,48;93 g;Pasta e Riso;Primi pronti
Giovanni Rana Lasagne Ricotta e Spinaci;4,39;2,19;350 g;Pasta e Riso;Primi pronti
Penne Rigate senza Glutine;2,79;1,39;400 g;Pasta e Riso;Primi pronti
POLENTA CASERECCIA;2,00;0,60;1000 g;Pasta e Riso;Primi pronti
Lasagne alla Bolognese;9,90;3,38;400;Pasta e Riso;Primi pronti
Melanzane alla Parmigiana;4,49;1,27;250 g;Pasta e Riso;Primi pronti
Gnocchi alla Romana;3,99;2,29;300 g;Pasta e Riso;Primi pronti
Star Yakisoba Saikebon Manzo;1,45;0,98;93 g;Pasta e Riso;Primi pronti
Cameo - Pizza Regina Margherita;3,35;2,09;650 g;Pasta e Riso;Primi pronti
Zuppa di Pesce Mediterranea;3,99;3,00;400 g;Pasta e Riso;Primi pronti
Saikebon Yakisoba Classic;1,15;1,05;93 g;Pasta e Riso;Primi pronti
CANNELLONI RICOTTA E SPINACI;4,99;2,99;350 g;Pasta e Riso;Primi pronti
PASSATO DI VERDURE;2,18;1,99;620 g;Pasta e Riso;Primi pronti
Risotto Zucca E Formaggio;1,19;1,00;175 g;Pasta e Riso;Primi pronti
Risotto Radicchio E Speck;1,19;1,00;175 g;Pasta e Riso;Primi pronti
Risotto Ai Funghi Porcini E Zafferano;1,19;1,00;175 g;Pasta e Riso;Primi pronti
Risotto Ai Funghi Porcini;1,19;1,00;175 g;Pasta e Riso;Primi pronti
Risotto Ai Formaggi;1,19;1,00;175 g;Pasta e Riso;Primi pronti
Risotto Ai Carciofi;1,15;1,00;175 g;Pasta e Riso;Primi pronti
Risotto Agli Asparagi;1,19;1,00;175 g;Pasta e Riso;Primi pronti
Lasagne Verdi 205 Pasta All'uovo Con Spinaci;1,69;1,30;Sp...;Pasta e Riso;Primi pronti
GNOCCHI ALLA ROMANA;1,89;1,35;500 g;Pasta e Riso;Primi pronti
Giovanni Rana Lasagne alla Bolognese;5,99;2,99;900 g;Pasta e Riso;Primi pronti
Barilla Tortiglioni n.83;0,99;0,45;500 g;Pasta e Riso;Primi pronti
Star, Saikebon gamberetti;1,05;0,73;60 g;Pasta e Riso;Primi pronti
Barilla Emiliane Sorprese All'Uovo;2,19;0,47;250 g;Pasta e Riso;Riso
Riso Scotti Integrale 10' Brown Rice;4,49;2,00;1000 g;Pasta e Riso;Riso
Garofalo, Mafalda n. 5-79 pasta di semola di grano...;1,80;0,99;500 g;Pasta e Riso;Riso
Gallo, riso Venere integrale;5,39;2,64;1000 g;Pasta e Riso;Riso
Rummo, Le Biologiche Integrali Elicoidali n. 49;1,99;0,79;500 g;Pasta e Riso;Riso
Gran Gallo, Risotti riso Arborio;4,99;1,89;1000 g;Pasta e Riso;Riso
La Molisana, Spaghetto Quadrato n. 1 pasta di semo...;1,75;0,89;500 g;Pasta e Riso;Riso
Gallo - Blond, Risotti;4,29;1,79;1000 g;Pasta e Riso;Riso
Riso Scotti - Riso Superfino, Arborio;4,39;2,07;850 g;Pasta e Riso;Riso
Gallo - Riso Carnaroli, Chicchi pregiati;5,39;1,79;1000 g;Pasta e Riso;Riso
RISO ARBORIO;2,23;1,00;1000 g;Pasta e Riso;Riso
Riso Scotti Sapori&Emozioni Basmati integrale;3,19;1,99;500 g;Pasta e Riso;Riso
Riso Scotti - Risotti, Chicchi Grossi;4,99;2,99;1000 g;Pasta e Riso;Riso
De Cecco Penne Rigate Integrali;1,91;1,29;500 g;Pasta e Riso;Riso
De Cecco Spaghetti N° 12;1,91;1,04;500 g;Pasta e Riso;Riso
Barilla - Integrale Mezze Penne Rigate;1,55;0,78;500 g;Pasta e Riso;Riso
Garofalo, Mezze Maniche Rigate n. 5-13 pasta di se...;1,80;0,89;500 g;Pasta e Riso;Riso
Riso Arborio;2,99;2,00;2000 g;Pasta e Riso;Riso
Riso Fino Jasmin;1,86;1,00;500 g;Pasta e Riso;Riso
Riso Ribe Semi Integrale Biologico;1,92;1,44;500 g;Pasta e Riso;Riso
Riso Carnaroli Biologico;2,29;1,71;500 g;Pasta e Riso;Riso
Riso Baldo Integrale Biologico;1,89;1,41;500 g;Pasta e Riso;Riso
Long & Wild;1,79;1,00;500 g;Pasta e Riso;Riso
COUS COUS DI MAIS;1,99;1,69;250 g;Pasta e Riso;Riso
RISO ARBORIO;3,49;2,00;1000 g;Pasta e Riso;Riso
RISO ROMA;1,39;1,00;1000 g;Pasta e Riso;Riso
RISO RIBE;1,39;1,19;1000 g;Pasta e Riso;Riso
RISO PARBOILED;;1,39;1000 g;Pasta e Riso;Riso
RISO CARNAROLI;2,25;1,45;1000 g;Pasta e Riso;Riso
Riso Scotti Oro Insalate 10' Riso Superfino;2,49;2,00;1000 g;Pasta e Riso;Riso
Gran Gallo Risotti Chicchi Classici per Tutte le R...;3,69;1,49;1000 g;Pasta e Riso;Riso
Riso Scotti Oro Classico;2,99;2,00;1000 g;Pasta e Riso;Riso
Star, Il Mio Dado funghi porcini 10 dadi;1,51;0,87;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Star, il Mio Dado Vegetale 20 dadi;2,59;1,33;200 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Star, il Mio Dado Classico 20 dadi;2,79;1,46;180 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Star, Il Mio Dado Classico 30 dadi;3,69;1,99;300 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Star, Il Mio Brodo di carne mista;1,49;0,90;500 ml;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Star, il Mio Dado Delicato 10 dadi;1,62;0,77;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr, Brodo Vegetale 9 Verdure;2,28;1,05;750 ml;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr, Brodo Classico carne mista;1,95;1,05;750 ml;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr Brodo Granulare Pesce;2,25;0,91;150 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr Vegetale 10 dadi;1,49;0,71;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr Cuore di Brodo Delicato;1,58;1,12;112 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr Classico 10 dadi;1,49;0,71;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr, dado Vegetale 18 dadi;2,35;1,31;200 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Star il Mio Brodo Bio di Manzo;2,69;2,45;1000 ml;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Star il Mio Dado 100% Naturale Classico 10 Dadi;1,99;1,39;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Star il Mio Dado 100% Naturale Vegetale 10 Dadi;1,99;1,39;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
BRODO VEGETALE;2,90;2,49;150 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr Saporito 10 dadi;1,49;0,97;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr Cuore di Brodo Manzo;1,48;1,12;112 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr Brodo Granulare Classico;2,99;1,99;150 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Star, Il mio Brodo di manzo -30% di sale;2,45;1,39;1000 ml;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Star, il Mio Dado Classico -30% di Sale 10 dadi;2,59;1,45;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
CUORE DI BRODO VEGETALE S/G;1,89;1,45;28 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
CUORE DI BRODO MANZO S/G;1,89;1,45;28 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Dado Vegetale Biologico;2,90;0,87;100 - 10 cubi;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Dado Da Brodo Vegetale Biologico;1,39;1,10;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Dadi Da Brodo Con Verdure 10 Dadi;0,89;0,80;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Dadi Da Brodo Con Carne 10 Dadi;0,89;0,80;100 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Brodo Pronto Di Verdure;1,45;0,87;1000 ml;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Brodo Pronto Di Carne Mista;1,55;0,87;1000 ml;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Knorr Bio Brodo Vegetale Biologico;2,29;1,37;750 ml;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
CUORE DI BRODO VEGETALE;1,89;1,19;28 g;Salse, sughi e condimenti;Dadi, Brodi e Gelatine
Cannamela Timo foglie;2,49;0,88;7 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela Pepe nero macinato;2,25;1,00;28 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela Origano foglie;2,49;0,95;7 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela Origano foglie;6,69;3,00;80 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Rosmarino, Foglie;1,75;0,40;15 g;Salse, sughi e condimenti;Spezie e Aromi
Drogheria & Alimentari, sale rosa con macinello;3,19;2,49;95 g;Salse, sughi e condimenti;Spezie e Aromi
Ariosto Per carni arrosto e ai ferri con sale ioda...;3,09;1,99;80 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela Insaporitore per insalate e verdure cott...;3,24;2,00;90 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela Curcuma macinata;1,94;1,00;30 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela Erba cipollina frantumata;1,73;1,00;4 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela Prezzemolo foglie;1,73;1,00;8 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela Origano foglie;2,35;0,48;8 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela, pepe nero gigante;2,02;0,50;40 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela, Sapori dal mondo spezie per cous cous;1,99;1,00;25 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Zenzero, Macinato;1,77;1,00;20 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Peperoncino, Macinato;1,75;1,00;25 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Chiodi di Garofano, Interi;1,89;0,95;20 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela Ginepro bacche;1,83;1,00;15 g;Salse, sughi e condimenti;Spezie e Aromi
Ariosto Per patate fritte e arrosto;3,09;1,96;100 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Sesamo Semi;1,99;0,95;30 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Pepe Nero, Grani Essiccati;1,77;1,00;28 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Curry Powder, Extrapiccante;1,77;1,00;25 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Paprika, Dolce;1,82;1,00;30 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Noci Moscate Macinate, Essiccate;1,83;0,91;24 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Salvia, Foglie;1,79;0,95;8 g;Salse, sughi e condimenti;Spezie e Aromi
Origano;2,49;0,99;40 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela Basilico foglie;1,75;1,00;8 g;Salse, sughi e condimenti;Spezie e Aromi
Ariosto per pesce arrosto e ai ferri;3,74;1,96;100 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Noci Moscate, Intere;1,00;0,63;15 g;Salse, sughi e condimenti;Spezie e Aromi
Cannamela - Peperoncino, Intero;1,75;1,00;12 g;Salse, sughi e condimenti;Spezie e Aromi
Cardamomo Semi Interi;2,74;2,45;15 g;Salse, sughi e condimenti;Spezie e Aromi
Curry in Polvere;2,79;2,23;100 g;Salse, sughi e condimenti;Spezie e Aromi
Carapelli, olio extra vergine di oliva Non Filtrat...;7,00;5,62;1000 ml;Salse, sughi e condimenti;Zafferano
Aromatica, Zaffy zafferano conf.;4,02;3,46;4x0,13 g;Salse, sughi e condimenti;Zafferano
Zafferano 2 x 0,13 g;3,99;2,74;0 .39gr;Salse, sughi e condimenti;Zafferano
Zafferano 4 x 0,16 g;5,39;4,90;0 g;Salse, sughi e condimenti;Zafferano
Olio Extravergine di Oliva 100% Italiano Uliveto a...;5,99;2,99;750 ml;Salse, sughi e condimenti;Zafferano
Cannamela, insaporitore per carni bianche arrosto...;;2,59;90 g;Salse, sughi e condimenti;Zafferano
Zaffer Mec, zafferano conf.;;3,55;3x0,125 g;Salse, sughi e condimenti;Zafferano
Leprotto, zafferano sapore deciso conf.;;6,29;4x0,16 g;Salse, sughi e condimenti;Zafferano
3 Cuochi, zafferano conf.;;5,53;4x0,15 g;Salse, sughi e condimenti;Zafferano
Aquilotto, zafferano conf.;;4,39;3x0,125 g;Salse, sughi e condimenti;Zafferano
ZAFFERANO;;2,99;0 g;Salse, sughi e condimenti;Zafferano
Oro Rosso Zafferano Crocus Sativus 4 x 0,150 g;;3,99;;Salse, sughi e condimenti;Zafferano
Zaffy Zafferano Biologico 4 x 0,13 g;;3,90;0 .26gr;Salse, sughi e condimenti;Zafferano
Zafferano 4 x 0,15 g;;4,79;0 .6gr;Salse, sughi e condimenti;Zafferano
Zaffy Bio Zafferano da Agricoltura Biologica 3 x;;3,94;3x0,13 g;Salse, sughi e condimenti;Zafferano
ZAFFERANO 3 BUSTE;;2,49;0 g;Salse, sughi e condimenti;Zafferano
ZAFFERANO;;3,99;0 g;Salse, sughi e condimenti;Zafferano
Costa d'Oro Extra Olio Extra Vergine di Oliva;4,99;3,39;750 ml;Salse, sughi e condimenti;Zafferano
100% Italiano Olio Extra Vergine di Oliva;;7,59;1000 ml;Salse, sughi e condimenti;Zafferano
Zafferano in Polvere Categoria i;;1,49;3 g;Salse, sughi e condimenti;Zafferano
Arbe, cumino macinato biologico;;3,29;40 g;Salse, sughi e condimenti;Zafferano
Zafferano in Pistilli 0,5 g;6,80;5,44;0 .5gr;Salse, sughi e condimenti;Zafferano
Ariosto Per carni arrosto e ai ferri;;0,59;20 g;Salse, sughi e condimenti;Zafferano
Pedon, Supermix! semi con fagioli di soia tostati...;;3,19;140 g;Salse, sughi e condimenti;Zafferano
Arbe, zenzero biologico;;3,29;40 g;Salse, sughi e condimenti;Zafferano
SUCCO DI LIMONE;3,05;1,99;500 ml;Salse, sughi e condimenti;Aceto
ACETO DI MELE;1,79;0,99;500 ml;Salse, sughi e condimenti;Aceto
Monari Federzoni Aceto Balsamico di Modena IGP 100...;3,79;2,28;500 ml;Salse, sughi e condimenti;Aceto
Ponti Aceto di Vino Bianco Pet;1,99;0,98;1000 ml;Salse, sughi e condimenti;Aceto
Aceto Balsamico di Modena Igp;7,99;1,79;250 ml;Salse, sughi e condimenti;Aceto
ACETO BALSAMICO;3,49;2,79;250 ml;Salse, sughi e condimenti;Aceto
Aceto di Mele Biologico;2,25;1,69;500 ml;Salse, sughi e condimenti;Aceto
Dolceagro Condimento Delicato;3,19;1,55;500 ml;Salse, sughi e condimenti;Aceto
Aceto di Vino Bianco;1,35;0,79;500 ml;Salse, sughi e condimenti;Aceto
Aceto Di Vino Bianco;0,75;0,69;1000 ml;Salse, sughi e condimenti;Aceto
SUCCO DI LIME;2,39;1,25;250 ml;Salse, sughi e condimenti;Aceto
SUCCO DI LIMONE;1,25;0,99;200 ml;Salse, sughi e condimenti;Aceto
ACETO BALSAMICO MODENA IGP;1,39;1,19;500 ml;Salse, sughi e condimenti;Aceto
Ponti Aceto Balsamico di Modena IGP Bio;4,29;2,79;500 ml;Salse, sughi e condimenti;Aceto
Ponti Aceto di Vino Rosso Pet;1,39;0,99;1000 ml;Salse, sughi e condimenti;Aceto
Ponti - Aceto di Vino Bianco;2,49;0,81;500 ml;Salse, sughi e condimenti;Aceto
Due Vittorie Aceto Balsamico di Modena IGP Oro;9,89;8,80;250 ml;Salse, sughi e condimenti;Aceto
"Ponti Glassa gastonomica all' ""Aceto Balsamico di...";2,89;1,73;250 g;Salse, sughi e condimenti;Aceto
Ponti Aceto Di Mele;2,49;1,29;500 ml;Salse, sughi e condimenti;Aceto
Aceto Balsamico di Modena Igp;13,90;8,30;250 ml;Salse, sughi e condimenti;Aceto
Mela Madre Aceto di Mele Non Filtrato Biologico;4,49;4,02;500 ml;Salse, sughi e condimenti;Aceto
"Monari Federzoni Glassa all'""Aceto Balsamico di Mo...";3,39;3,05;250 ml;Salse, sughi e condimenti;Aceto
Sua Maestà DensoDolce;10,19;9,35;250 ml;Salse, sughi e condimenti;Aceto
Sua Maestà tutto di Modena Aceto Balsamico di Mode...;10,99;8,89;250 ml;Salse, sughi e condimenti;Aceto
Valfunghi, funghi porcini secchi speciali;8,36;5,19;50 g;Salse, sughi e condimenti;Aceto
Ponti - Glassa Gastronomica, Al Succo Di Mela;2,99;1,79;220 g;Salse, sughi e condimenti;Aceto
Ponti Aceto di Vino Pet;1,09;0,99;1000 ml;Salse, sughi e condimenti;Aceto
Urbani Funghi, funghi porcini secchi;4,99;2,49;30 g;Salse, sughi e condimenti;Aceto
L'Aretino, L'Aceto del buongustaio;;3,99;500 ml;Salse, sughi e condimenti;Aceto
F.lli Merano, olio extra vergine di oliva 100% ita...;;13,59;750 ml;Salse, sughi e condimenti;Aceto
Ponti Glassa Gastronomica al Succo di Limone;;2,69;220 g;Salse, sughi e condimenti;Aceto
Costa d'Oro oliva, olio di oliva;;6,49;1000 ml;Salse, sughi e condimenti;Aceto
Ponti, aceto balsamico di Modena IGP;6,89;2,33;250 g;Salse, sughi e condimenti;Aceto Balsamico
"Glassa alla Soia con ""aceto Balsamico di Modena I....";3,29;1,49;240 g;Salse, sughi e condimenti;Aceto Balsamico
Aceto Balsamico di Modena Igp;4,49;1,91;500 ml;Salse, sughi e condimenti;Aceto Balsamico
Sale Marino Iodato Protetto Fino;0,95;0,92;220 g;Salse, sughi e condimenti;Aceto Balsamico
Sale Marino Iodato Fino;0,50;0,40;1000 g;Salse, sughi e condimenti;Aceto Balsamico
Sale Marino Iodato Protetto Fino;1,29;1,26;500 g;Salse, sughi e condimenti;Aceto Balsamico
SPARGITORE SALE IODATO;2,89;1,04;200 g;Salse, sughi e condimenti;Aceto Balsamico
Aceto balsamico di Modena I.G.P. NaturaSì;1,69;1,65;500 ml;Salse, sughi e condimenti;Aceto Balsamico
Sale Marino Extravergine 100% Italiano Fino Astucc...;0,79;0,49;1000 g;Salse, sughi e condimenti;Aceto Balsamico
Corso Duomo Modena, aceto balsamico di Modena IGP...;;9,49;250 ml;Salse, sughi e condimenti;Aceto Balsamico
Sale Iposodico Iodato;;2,99;180 g;Salse, sughi e condimenti;Aceto Balsamico
"Ponti, Glassa Gastronomica all'""Aceto Balsamico di...";;1,79;145 g;Salse, sughi e condimenti;Aceto Balsamico
Fattorie Giacobazzi, aceto balsamico di Modena IGP...;;10,49;250 ml;Salse, sughi e condimenti;Aceto Balsamico
Fattorie Giacobazzi, Aceto balsamico di Modena IGP;6,29;3,77;750 ml;Salse, sughi e condimenti;Aceto Balsamico
Aceto Balsamico del Duca, aceto balsamico di Moden...;;6,99;500 ml;Salse, sughi e condimenti;Aceto Balsamico
Aceto Balsamico del Duca, aceto balsamico di Moden...;;9,69;250 ml;Salse, sughi e condimenti;Aceto Balsamico
Corso Duomo Modena, aceto balsamico di Modena IGP;;8,49;250 ml;Salse, sughi e condimenti;Aceto Balsamico
Cavicchioli, aceto balsamico di Modena I.G.P.;;5,69;250 ml;Salse, sughi e condimenti;Aceto Balsamico
